kreiskey1882,county,rb,occ1882_se_min_pr,occ1882_emp_min_pr,occ1882_se_sto_pr,occ1882_emp_sto_pr,occ1882_se_met_pr,occ1882_emp_met_pr,occ1882_se_eng_pr,occ1882_emp_eng_pr,occ1882_se_che_pr,occ1882_emp_che_pr,occ1882_se_lum_pr,occ1882_emp_lum_pr,occ1882_se_tex_pr,occ1882_emp_tex_pr,occ1882_se_pap_pr,occ1882_emp_pap_pr,occ1882_se_woo_pr,occ1882_emp_woo_pr,occ1882_se_foo_pr,occ1882_emp_foo_pr,occ1882_se_clo_pr,occ1882_emp_clo_pr,occ1882_se_bui_pr,occ1882_emp_bui_pr,occ1882_se_pri_pr,occ1882_emp_pri_pr,occ1882_se_art_pr,occ1882_emp_art_pr,occ1882_se_min_cat,occ1882_emp_min_cat,occ1882_se_sto_cat,occ1882_emp_sto_cat,occ1882_se_met_cat,occ1882_emp_met_cat,occ1882_se_eng_cat,occ1882_emp_eng_cat,occ1882_se_che_cat,occ1882_emp_che_cat,occ1882_se_lum_cat,occ1882_emp_lum_cat,occ1882_se_tex_cat,occ1882_emp_tex_cat,occ1882_se_pap_cat,occ1882_emp_pap_cat,occ1882_se_woo_cat,occ1882_emp_woo_cat,occ1882_se_foo_cat,occ1882_emp_foo_cat,occ1882_se_clo_cat,occ1882_emp_clo_cat,occ1882_se_bui_cat,occ1882_emp_bui_cat,occ1882_se_pri_cat,occ1882_emp_pri_cat,occ1882_se_art_cat,occ1882_emp_art_cat,occ1882_se_min_jew,occ1882_emp_min_jew,occ1882_se_sto_jew,occ1882_emp_sto_jew,occ1882_se_met_jew,occ1882_emp_met_jew,occ1882_se_eng_jew,occ1882_emp_eng_jew,occ1882_se_che_jew,occ1882_emp_che_jew,occ1882_se_lum_jew,occ1882_emp_lum_jew,occ1882_se_tex_jew,occ1882_emp_tex_jew,occ1882_se_pap_jew,occ1882_emp_pap_jew,occ1882_se_woo_jew,occ1882_emp_woo_jew,occ1882_se_foo_jew,occ1882_emp_foo_jew,occ1882_se_clo_jew,occ1882_emp_clo_jew,occ1882_se_bui_jew,occ1882_emp_bui_jew,occ1882_se_pri_jew,occ1882_emp_pri_jew,occ1882_se_art_jew,occ1882_emp_art_jew,occ1882_se_min_tot,occ1882_emp_min_tot,occ1882_se_sto_tot,occ1882_emp_sto_tot,occ1882_se_met_tot,occ1882_emp_met_tot,occ1882_se_eng_tot,occ1882_emp_eng_tot,occ1882_se_che_tot,occ1882_emp_che_tot,occ1882_se_lum_tot,occ1882_emp_lum_tot,occ1882_se_tex_tot,occ1882_emp_tex_tot,occ1882_se_pap_tot,occ1882_emp_pap_tot,occ1882_se_woo_tot,occ1882_emp_woo_tot,occ1882_se_foo_tot,occ1882_emp_foo_tot,occ1882_se_clo_tot,occ1882_emp_clo_tot,occ1882_se_bui_tot,occ1882_emp_bui_tot,occ1882_se_pri_tot,occ1882_emp_pri_tot,occ1882_se_art_tot,occ1882_emp_art_tot
354,"SIEGEN","ARN",124,6863,11,155,261,1063,104,295,15,21,33,95,67,71,142,550,291,275,306,380,780,402,228,839,6,24,1,2,15,1019,2,46,43,300,21,84,0,4,1,16,11,19,16,88,58,65,18,55,188,116,69,288,1,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5,4,1,0,0,0,0,0,0,140,7940,13,202,311,1371,125,381,15,25,34,111,78,91,159,638,355,340,334,443,987,527,300,1129,7,33,1,3
355,"WITTGENSTEIN","ARN",5,146,0,121,66,130,34,14,1,19,50,40,89,66,20,29,138,71,82,81,277,91,96,262,1,7,0,3,0,0,0,10,1,1,2,0,1,0,0,0,2,0,0,0,18,3,0,2,3,1,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,12,2,3,0,0,0,0,0,0,5,147,0,131,67,131,36,14,2,19,51,40,97,66,20,29,156,74,94,85,283,92,101,271,1,8,0,3
356,"KASSEL","KAS",0,15,33,256,154,809,84,885,15,71,14,65,107,157,102,362,206,769,188,688,1470,1481,189,602,36,242,33,21,0,2,2,14,10,84,8,76,2,3,0,9,8,14,16,30,20,92,24,79,156,121,25,147,3,25,8,6,0,0,1,0,2,0,5,2,0,0,2,0,7,3,12,0,3,3,18,21,44,11,0,1,7,3,0,0,0,17,36,270,167,893,97,964,17,74,16,74,122,174,130,392,230,866,230,788,1679,1619,218,750,46,273,41,27
357,"KASSEL","KAS",5,251,13,219,119,448,80,357,9,30,0,32,200,141,30,214,217,472,122,312,634,347,191,1461,3,80,3,6,0,2,2,5,3,9,1,5,2,2,0,0,0,2,0,4,0,13,4,12,13,10,5,51,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,3,3,4,1,0,1,0,0,0,0,5,256,15,224,122,459,81,364,11,33,0,32,202,143,32,219,219,486,129,328,655,363,196,1516,3,84,3,7
358,"ESCHWEGE","KAS",0,64,7,63,150,167,95,82,7,5,6,12,129,237,95,335,210,211,207,637,654,545,179,1308,5,40,0,1,0,0,0,2,1,8,2,7,0,1,0,1,3,3,2,12,2,3,4,23,10,29,3,18,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,29,7,9,8,2,0,7,2,20,5,0,0,0,0,0,0,0,64,7,65,151,175,100,89,7,6,6,13,161,247,106,355,215,215,218,662,684,579,182,1327,5,40,1,1
359,"FRITZLAR","KAS",1,3,10,78,102,113,64,52,5,3,2,2,101,28,24,19,140,98,67,124,376,182,137,539,1,0,0,1,0,0,2,6,16,8,7,1,1,1,0,0,7,1,14,2,26,16,24,39,64,21,28,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,19,2,10,0,0,0,0,0,0,0,1,3,13,84,118,121,71,53,6,4,2,2,109,29,39,21,167,115,110,165,450,203,165,599,1,0,0,1
360,"HOFGEISMAR","KAS",2,111,31,261,141,139,103,70,10,20,8,7,200,49,37,35,228,184,170,373,539,258,179,761,3,35,0,1,0,1,0,3,2,0,1,1,1,4,0,1,0,0,1,4,3,4,4,8,3,3,4,17,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,7,3,0,0,0,0,0,0,3,113,31,264,144,139,105,73,11,24,9,8,203,50,39,39,231,189,188,388,548,261,185,779,3,38,0,1
361,"HOMBERG","KAS",1,31,5,22,75,124,66,59,4,3,7,2,65,14,29,16,144,124,40,122,389,191,82,391,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,3,4,2,3,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,5,2,9,0,0,0,0,0,0,0,1,31,5,23,75,125,67,59,4,3,7,2,67,14,31,17,145,125,48,128,401,194,83,400,0,5,0,0
362,"MELSUNGEN","KAS",0,18,13,72,98,97,60,59,5,3,2,2,133,205,36,30,226,140,88,204,418,199,132,520,1,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,1,2,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,1,12,2,8,2,0,0,0,0,0,0,0,18,15,75,99,97,60,59,5,3,2,2,135,208,40,32,226,142,100,206,433,204,134,529,1,5,1,0
363,"ROTENBURG","KAS",1,134,18,58,107,95,68,63,6,7,2,2,48,16,28,40,164,96,93,76,368,203,128,522,1,4,2,0,0,2,1,2,1,0,0,1,3,2,0,0,0,0,0,2,1,0,3,3,4,6,4,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,7,6,2,1,13,3,25,2,0,0,0,0,0,0,1,136,19,60,111,95,68,64,9,9,2,2,49,16,35,48,167,97,109,82,398,212,132,530,1,4,2,0
364,"WITZENHAUSEN","KAS",2,227,73,228,184,125,69,44,11,18,1,1,80,29,38,97,208,150,156,363,434,225,167,539,2,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,2,0,33,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,3,229,73,232,184,126,69,44,12,18,1,1,80,29,39,97,210,151,159,367,436,228,168,573,2,16,0,0
365,"WOLFHAGEN","KAS",0,61,10,85,78,73,55,33,6,1,1,0,52,14,29,16,139,80,65,65,265,139,161,403,1,2,0,0,0,2,7,19,18,10,11,7,0,0,1,0,6,4,14,8,32,13,27,24,75,24,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,0,12,2,8,4,0,0,0,0,0,0,0,63,17,104,96,83,66,40,6,1,2,0,62,19,45,26,174,93,104,91,348,168,185,449,1,2,0,0
366,"MARBURG","KAS",0,5,42,189,103,138,71,92,8,17,11,11,97,42,52,103,191,246,140,291,720,315,217,646,9,32,3,1,0,0,1,11,1,8,3,2,2,0,2,2,2,4,5,8,8,6,6,18,23,26,11,39,1,7,2,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,2,6,6,1,1,0,0,0,0,0,0,0,5,43,201,105,146,78,97,11,17,13,13,100,46,57,111,206,258,157,317,753,343,228,687,10,40,5,3
367,"FRANKENBERG","KAS",0,9,7,29,81,57,52,29,6,2,1,5,52,16,34,22,128,72,106,62,303,117,95,299,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,1,1,1,1,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,1,7,7,4,0,0,0,0,0,0,0,0,9,7,30,81,57,52,29,7,2,2,5,54,18,36,22,132,74,114,70,310,117,97,304,1,1,1,0
368,"KIRCHHAIN","KAS",0,0,2,6,40,28,27,5,6,4,0,1,34,7,16,12,69,41,55,62,191,43,39,108,1,1,0,0,0,0,11,31,34,26,17,14,1,2,0,0,42,20,1,2,52,35,24,38,152,53,71,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,15,9,3,0,0,0,0,0,0,0,0,13,37,74,54,44,19,7,6,0,1,77,28,19,14,121,76,94,109,346,96,110,507,1,1,0,0
369,"ZIEGENHAIN","KAS",7,32,31,31,130,107,73,53,11,7,5,6,156,34,40,24,186,132,124,82,454,200,100,527,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,0,2,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,3,2,1,1,6,3,9,0,0,0,0,0,0,0,7,32,31,31,130,108,74,53,11,7,5,6,160,37,43,26,187,135,131,86,467,200,102,532,1,5,1,0
370,"FULDA","KAS",0,0,0,7,7,59,4,95,3,5,0,0,13,47,1,17,7,25,6,47,37,63,9,33,1,1,0,1,0,0,24,71,96,227,79,197,5,12,5,16,260,487,42,61,185,176,133,167,586,386,111,727,7,19,3,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,2,1,0,6,2,2,3,0,0,0,0,0,0,0,0,24,78,103,286,83,293,8,17,5,16,277,535,45,80,193,201,145,216,625,452,120,760,8,20,3,2
371,"HERSFELD","KAS",1,14,16,45,102,120,66,34,9,2,2,3,100,453,47,103,193,110,113,139,374,224,118,492,3,7,0,0,1,0,0,0,0,2,1,2,0,0,0,1,3,11,1,0,0,0,2,3,5,0,5,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,2,0,0,0,0,0,0,0,2,14,17,45,102,123,67,36,9,2,2,4,104,472,49,103,194,111,122,143,389,227,123,501,4,7,0,1
372,"HUNFELD","KAS",0,1,0,3,20,25,18,10,3,0,0,0,160,53,8,4,44,32,17,32,86,37,29,85,1,1,0,0,1,0,3,20,32,28,21,21,0,2,1,0,71,35,7,5,75,26,43,30,187,50,37,197,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,7,6,2,0,0,0,0,0,0,1,1,3,23,52,53,39,31,3,2,1,0,232,88,15,9,120,58,72,69,279,89,66,282,2,4,0,0
373,"HANAU","KAS",0,12,50,420,420,2333,114,329,20,114,6,47,104,118,101,400,297,918,287,1084,1536,786,285,1614,21,260,50,108,1,6,19,346,70,602,21,77,5,97,3,29,12,28,15,93,52,135,47,631,335,313,41,266,4,57,5,21,0,0,0,1,11,6,0,0,0,0,1,0,4,0,4,3,3,0,76,63,20,6,1,1,0,1,0,0,1,19,69,769,503,2950,136,410,25,212,10,76,120,146,120,497,354,1055,411,1779,1899,1107,328,1882,27,318,55,129
374,"GELNHAUSEN","KAS",1,12,57,444,102,69,56,28,6,6,4,3,56,5,27,106,132,110,117,268,381,147,141,223,5,4,0,1,1,5,9,48,54,25,20,10,2,2,1,0,29,7,14,28,72,38,76,516,201,76,59,124,2,7,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,22,14,13,4,0,0,0,0,0,0,2,17,66,492,156,95,77,38,8,8,7,4,85,12,43,134,205,148,215,798,596,227,200,347,7,11,0,1
375,"SCHLUCHTERN","KAS",0,0,34,66,78,55,43,40,4,2,0,3,29,25,19,22,110,67,91,121,225,162,123,304,4,3,1,0,0,1,2,45,35,19,20,13,0,3,0,0,35,35,2,5,41,45,24,30,112,61,44,128,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,1,0,0,16,17,10,2,1,0,0,0,0,0,0,1,36,111,113,74,63,53,4,5,1,5,66,60,23,28,151,112,131,168,347,225,168,432,4,4,1,3
376,"SCHMALKALDEN","KAS",9,204,27,39,1268,1850,92,54,6,3,8,4,96,98,37,86,433,335,159,144,351,163,173,393,7,17,3,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,1,1,1,0,2,2,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,1,0,0,6,4,1,1,0,0,0,0,0,0,9,204,27,39,1275,1861,92,54,7,4,8,4,98,98,40,88,434,335,167,150,355,165,173,393,7,20,3,0
377,"RINTELN","KAS",1,585,22,689,155,165,96,43,8,8,3,3,306,101,59,64,286,251,187,226,711,322,121,652,2,4,1,0,0,3,0,54,2,2,0,0,0,1,0,0,0,1,0,1,1,12,3,13,10,2,6,22,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,2,1,16,10,6,1,0,0,0,0,0,0,1,589,22,743,158,167,96,43,8,9,3,3,308,102,60,66,289,264,206,249,727,325,127,674,2,6,2,0
378,"GERSFELD","KAS",0,0,0,24,27,14,15,10,3,0,1,0,38,6,10,3,119,51,36,41,108,38,33,94,0,0,0,0,0,0,2,12,34,30,19,13,3,0,0,0,97,15,6,2,77,43,44,37,144,60,38,162,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,5,1,1,0,14,9,4,0,0,0,0,0,0,0,0,0,2,36,63,44,34,23,6,0,2,1,136,22,21,6,197,94,94,87,256,98,71,256,0,0,0,0
379,"DILLKREIS","WIE",14,2147,55,139,180,500,81,75,9,4,2,15,20,33,52,150,178,138,218,363,454,217,158,415,9,28,5,10,0,68,2,38,12,21,2,3,0,0,0,2,0,1,0,5,8,4,6,14,7,2,8,15,0,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,14,2280,57,177,196,521,85,79,9,4,3,18,20,35,53,156,194,145,229,379,478,225,168,431,9,32,6,11
380,"OBERWESTERWALDKREIS","WIE",1,714,5,7,96,76,41,19,2,8,1,0,21,6,25,26,122,64,114,80,231,63,73,149,0,1,0,0,0,234,3,14,38,49,15,8,2,1,1,0,10,6,10,22,55,21,42,30,148,30,79,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,7,8,1,0,0,0,0,0,0,0,1,948,8,21,134,125,56,27,4,9,2,0,32,12,36,50,177,85,165,118,380,93,153,320,1,1,0,0
381,"UNTERWESTERWALDKREIS","WIE",1,4,137,290,36,29,19,28,8,20,0,0,6,4,14,10,40,25,47,51,104,36,48,242,1,2,2,1,0,1099,189,859,169,93,88,46,1,10,7,2,28,13,29,25,213,109,201,237,667,254,276,1057,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,19,8,7,0,0,0,0,0,0,0,1,1103,326,1149,205,122,107,74,9,30,7,2,35,17,44,35,254,135,267,296,778,290,324,1299,4,9,2,4
382,"OBERLAHNKREIS","WIE",10,2353,19,130,110,115,64,47,6,6,2,3,38,14,36,36,125,88,156,177,356,139,135,412,4,7,0,3,2,522,50,241,143,104,58,45,3,2,2,2,35,7,20,17,130,56,157,164,333,100,185,439,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,1,0,9,4,2,0,0,0,0,1,0,0,12,2875,69,371,253,219,122,92,9,8,6,6,75,21,57,53,256,144,322,345,691,239,320,851,7,11,0,3
383,"UNTERLAHNKREIS","WIE",13,1632,41,148,231,232,136,165,11,18,11,17,130,45,50,56,249,176,324,381,800,418,430,780,10,36,1,2,8,676,31,113,81,155,50,173,6,15,5,25,28,11,35,51,124,99,133,209,402,260,148,409,5,17,2,5,0,0,1,0,2,0,1,1,0,0,0,0,0,2,4,2,0,0,34,15,16,2,1,0,0,0,0,0,21,2308,73,261,314,387,187,339,17,33,16,42,158,58,89,109,373,275,492,605,1218,680,580,1190,15,53,3,7
384,"RHEINGAUKREIS","WIE",4,192,5,127,75,97,32,49,10,12,1,0,50,7,18,27,81,84,110,148,250,103,112,231,2,4,0,0,1,522,30,258,160,299,67,211,6,77,4,5,17,5,58,44,276,258,281,350,806,300,260,735,7,26,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,18,6,5,0,1,0,0,0,0,0,5,714,35,385,235,396,99,260,16,89,6,5,67,12,76,71,358,343,409,504,1061,403,374,966,9,30,3,3
385,"WIESBADEN","WIE",6,3,19,99,107,310,42,102,15,36,8,30,27,29,82,162,158,426,109,351,1012,736,190,480,29,146,21,31,0,0,13,72,37,111,17,40,5,13,0,16,6,7,30,64,92,187,50,230,595,369,103,325,12,81,20,23,0,0,0,0,1,0,1,0,1,0,0,0,1,3,2,2,0,0,16,16,13,6,0,0,0,0,0,0,6,3,34,171,146,423,60,142,22,49,9,46,35,41,116,229,255,618,176,599,1631,1118,294,808,41,230,43,54
386,"WIESBADEN","WIE",1,66,55,537,119,407,87,148,16,516,6,57,45,24,59,175,190,354,183,319,898,633,178,1274,10,131,1,8,3,51,91,623,114,416,41,74,13,594,8,115,14,28,31,112,221,371,179,419,692,421,145,903,10,122,10,44,0,0,0,1,2,2,0,2,1,0,1,0,1,0,2,2,3,1,49,28,14,13,0,0,3,5,1,0,4,117,146,1162,235,825,128,224,30,1113,15,172,60,52,92,289,414,726,411,766,1604,1067,325,2179,23,258,12,52
387,"OBERTAUNUSKREIS","WIE",1,29,11,43,222,277,75,60,11,26,3,9,140,271,81,277,194,200,159,282,616,519,120,433,10,30,9,2,0,16,38,100,232,320,35,58,2,32,2,23,146,194,20,194,208,213,174,289,517,328,149,1266,5,33,3,0,0,0,1,1,0,0,2,1,0,0,2,1,1,0,1,1,1,0,24,10,11,4,0,0,0,1,0,0,1,45,50,144,457,600,112,119,13,58,7,33,291,465,102,473,408,415,359,582,1145,853,269,1699,15,64,13,2
388,"UNTERTAUNUSKREIS","WIE",2,65,9,32,118,104,68,38,6,19,1,2,30,11,32,255,167,104,127,116,417,226,161,456,4,9,2,0,1,66,13,40,61,58,37,18,2,8,0,2,56,8,22,64,81,56,99,106,280,125,104,358,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,15,0,4,1,0,0,0,1,0,0,3,131,22,72,179,162,105,56,8,27,1,4,88,19,55,319,248,160,241,222,701,352,265,815,7,14,2,1
389,"FRANKFURT","WIE",5,45,38,148,339,1400,177,629,41,112,22,155,137,150,288,686,426,1200,382,1434,2928,2869,520,1566,112,750,87,103,3,23,39,114,95,583,51,257,11,45,4,110,49,97,94,408,149,569,151,970,1470,1520,138,1400,23,364,45,66,0,1,3,0,21,9,7,11,7,4,7,2,18,3,43,27,20,4,85,81,183,109,9,10,15,28,7,2,8,71,81,264,456,1994,238,899,60,164,34,267,206,250,427,1122,600,1774,619,2486,4593,4508,670,2977,150,1146,140,171
390,"BIEDENKOPF","WIE",8,723,14,122,199,283,58,36,5,7,2,2,120,107,23,36,156,118,141,564,415,168,165,802,1,5,0,3,0,2,0,4,4,3,0,0,0,0,0,0,2,2,0,0,2,0,0,1,1,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,1,1,0,0,0,0,8,725,14,126,204,286,59,36,5,7,2,2,122,109,23,36,158,118,147,573,426,168,169,819,1,5,0,3
391,"KOBLENZ","KOB",6,95,19,55,29,88,34,44,14,9,4,4,17,19,27,39,62,131,51,101,274,157,76,168,10,14,4,5,9,542,71,465,269,475,111,153,15,36,14,34,74,60,99,173,384,610,488,947,1943,779,364,1834,26,100,20,15,0,0,0,0,3,0,0,1,0,0,0,1,3,1,1,0,1,0,51,40,12,3,0,0,1,0,0,0,15,637,90,520,301,563,145,198,29,45,18,39,94,80,127,212,448,741,591,1088,2231,940,440,2002,37,114,24,20
392,"SANKT GOAR","KOB",1,39,0,5,38,50,11,7,3,3,2,1,5,2,12,14,64,36,31,32,105,47,25,59,2,4,0,0,1,165,17,61,167,134,48,26,3,3,8,19,36,16,33,47,195,127,208,148,525,212,156,443,3,6,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,20,3,11,1,0,0,0,0,0,0,2,205,17,66,207,185,59,33,6,7,10,20,41,18,46,61,259,163,260,183,642,260,182,504,5,10,0,0
393,"KREUZNACH","KOB",6,98,43,242,208,254,83,48,15,13,15,46,64,89,105,693,252,246,236,363,730,292,153,503,10,53,6,11,2,87,45,211,103,250,45,39,4,7,4,20,45,31,34,385,223,172,123,301,664,242,199,661,10,30,7,5,0,0,0,0,0,1,3,1,0,0,0,0,3,0,1,1,2,0,38,12,14,5,0,0,0,0,0,0,8,185,88,453,311,505,131,88,19,20,19,66,114,120,140,1081,479,418,397,676,1410,540,352,1167,20,83,13,16
394,"SIMMERN","KOB",0,45,11,18,104,122,55,36,9,10,1,1,42,12,35,71,133,77,103,77,308,129,77,289,1,5,2,3,0,79,12,50,71,106,22,21,2,22,1,1,15,2,9,48,94,57,39,37,222,102,129,273,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,6,4,2,0,0,0,0,0,0,0,0,125,23,68,176,228,77,57,11,32,2,2,57,14,45,119,231,135,148,118,533,231,206,562,4,8,3,3
395,"ZELL","KOB",1,3,15,15,47,26,14,10,1,1,1,1,9,4,25,11,111,86,48,127,159,51,49,145,1,1,1,0,0,12,16,41,122,63,33,15,3,2,1,0,12,5,13,10,120,52,83,68,259,76,95,200,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,5,2,1,0,0,0,0,0,0,1,15,31,56,169,89,48,25,4,3,2,1,21,9,38,21,231,138,147,200,420,128,144,345,3,7,1,0
396,"KOCHEM","KOB",0,0,0,2,3,8,2,5,0,2,0,0,0,5,3,3,2,6,5,2,4,6,4,10,0,0,0,0,0,2,9,399,156,81,72,39,2,1,3,0,49,25,24,18,209,110,196,172,496,144,169,408,1,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,1,0,0,0,0,0,0,0,2,9,401,160,89,74,44,2,3,3,0,49,30,27,21,211,116,220,180,500,151,173,418,1,4,2,1
397,"MAYEN","KOB",0,3,0,9,3,10,2,6,6,6,3,0,3,11,2,6,4,8,14,76,12,21,11,15,1,3,0,0,1,20,231,2307,254,253,124,89,4,54,10,15,91,113,73,87,274,169,394,502,985,354,323,787,10,20,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,1,0,30,17,5,4,0,0,0,1,0,0,1,23,231,2316,257,263,127,95,10,60,13,15,95,124,78,95,279,177,438,595,1002,379,334,802,11,24,3,0
398,"ADENAU","KOB",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,18,0,0,0,0,0,0,0,0,7,14,74,87,35,41,6,1,0,3,4,65,58,24,20,88,36,108,54,249,56,87,190,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,14,74,88,35,41,7,1,0,3,4,65,58,24,21,88,36,109,56,249,56,89,208,1,2,0,0
399,"AHRWEILER","KOB",2,0,1,8,7,10,1,1,1,1,0,0,1,0,2,4,10,13,7,5,20,8,4,14,1,2,1,1,2,6,25,311,132,74,59,27,5,15,3,2,191,39,51,53,235,163,214,232,649,189,172,291,6,16,4,57,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,26,23,6,1,0,0,0,0,0,0,4,6,26,319,141,85,60,28,6,16,3,2,192,39,53,59,245,176,247,260,675,198,176,305,7,18,5,58
400,"NEUWIED","KOB",7,474,17,99,94,397,41,40,10,11,9,42,27,39,47,52,145,136,147,294,570,180,148,266,8,32,1,0,4,983,31,556,216,323,77,41,5,4,3,24,68,91,34,71,229,128,237,417,815,306,269,635,5,24,2,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,2,2,0,0,70,28,10,1,0,1,0,0,0,0,11,1458,49,655,312,720,120,81,15,15,13,67,95,130,83,125,375,264,457,740,1401,487,418,902,14,56,3,0
401,"ALTENKIRCHEN","KOB",41,2654,3,21,83,136,33,54,9,116,0,0,14,37,41,128,123,89,100,137,294,134,105,284,1,3,0,0,9,3770,4,45,84,123,42,41,3,14,0,1,16,22,21,36,88,47,76,67,327,148,106,446,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,19,15,0,0,0,0,0,0,0,0,50,6427,7,66,168,259,75,95,12,130,0,1,30,59,63,166,212,137,195,220,622,282,211,730,3,8,0,1
402,"WETZLAR","KOB",20,2291,17,153,140,221,93,130,10,38,2,4,51,72,32,67,210,171,144,608,541,276,173,861,2,17,1,0,3,29,4,19,5,21,4,11,2,14,2,2,5,13,2,11,10,14,6,18,59,27,21,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,12,3,10,1,1,1,0,0,0,0,23,2320,21,172,147,244,97,143,12,52,4,6,57,91,35,78,220,188,164,647,610,304,199,907,2,19,1,0
403,"MEISENHEIM","KOB",0,1,12,65,56,44,30,19,3,1,6,6,21,9,16,15,49,28,56,56,179,44,56,115,3,1,0,0,0,0,4,33,12,4,4,0,1,0,0,2,0,1,4,1,13,2,7,16,40,18,17,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,1,16,98,70,48,34,19,4,1,6,8,21,10,20,16,63,30,66,72,227,62,73,160,3,1,0,0
404,"KLEVE","DUS",0,0,1,7,17,18,9,12,3,3,1,0,6,0,5,7,18,13,24,40,62,43,19,41,1,7,0,2,0,0,18,277,171,252,32,41,13,10,7,6,119,46,60,144,258,247,265,605,1035,591,282,697,14,17,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0,0,26,17,2,1,1,0,1,0,0,0,0,0,19,284,188,271,41,53,16,13,8,6,126,46,74,153,279,263,316,663,1102,636,302,738,16,24,5,9
